dataset,feature_set,model,target,r2,mae,rmse,nmae,nrmse
powery,full,RandomForest,C-8,0.8965115870090197,94.90451709885565,116.42558150566047,0.055174489768751375,0.0676861571184629
powery,full,RandomForest,C-9,0.8975360804825264,87.14151219139656,109.74989296351586,0.0596069527771093,0.07507164522002598
powery,full,RandomForest,C-10,0.896953726903367,77.45949433151348,97.91107699040118,0.056331854706786706,0.07120511966683941
powery,full,RandomForest,C-11,0.8856910070047805,75.31061415875882,95.16008608394972,0.05213506809042438,0.06587620646697868
powery,full,RandomForest,C-12,0.8880332659917368,81.42214171784865,103.56907095250871,0.05390318759169315,0.06856492524596247
powery,full,RandomForest,C-13,0.8683940115276821,96.34434742185344,119.57944347802813,0.053113752034037995,0.06592304664694425
powery,full,RandomForest,C-14,0.8386635656052215,105.36464178785833,131.51432065055698,0.07502387625709936,0.09364350270738417
powery,full,RandomForest,C-15,0.8443621485997879,87.17298842019149,109.37845689666919,0.06412377787144166,0.08045794920044871
powery,full,GradientBoosting,A-2,0.9620755983683296,16.32204462143416,20.298752251271463,0.027696888125898062,0.03444496588745311
powery,full,GradientBoosting,B-1,0.9728225207533616,17.808461943950295,22.212599940452215,0.02465879749692288,0.030757064003376414
powery,full,GradientBoosting,B-2,0.9616298563744794,22.033670627195278,27.42853425032056,0.026769723988755476,0.033324192946360326
powery,full,GradientBoosting,B-4,0.9692196550300537,17.20443312857011,21.382853411237157,0.024814502018154872,0.030841170712327545
powery,full,GradientBoosting,B-5,0.9654062938928175,19.971651036102756,24.261775143874452,0.025306921228560812,0.030743118399233698
powery,full,GradientBoosting,B-7,0.971984038875859,16.174930863390436,20.57318506746561,0.02326434537108811,0.029590338705936723
powery,full,GradientBoosting,B-8,0.9642255492806321,19.513904543791085,25.057237304741392,0.026635524170727943,0.03420190195070222
powery,full,GradientBoosting,C-1,0.981192101554468,31.721522772746976,39.694754072864626,0.02159986441038659,0.027029008409209753
powery,full,GradientBoosting,C-2,0.9877951276264987,29.985532719376444,37.77012781489776,0.018609247039681108,0.023440425281274765
powery,full,GradientBoosting,C-3,0.973361235539057,45.01336720568523,56.53458829267835,0.024684769490064033,0.031002863523708565
powery,full,GradientBoosting,C-4,0.9862695627956294,30.8633531932802,38.53141765403514,0.01934907401278691,0.024156391800222672
powery,full,GradientBoosting,C-5,0.9802551434651228,31.595892712406695,41.939852434485914,0.019781233482034,0.02625727403115443
powery,full,GradientBoosting,C-6,0.9797502417198812,35.03026008353467,42.62350956295867,0.021513159081809747,0.026176406902670184
powery,full,GradientBoosting,C-7,0.9888583837047464,27.617698770437457,35.11586737309293,0.017410319704191927,0.022137198422555834
powery,full,GradientBoosting,C-8,0.9760605921794872,44.48866177855451,55.99628997675722,0.025864303293060997,0.032554474990820856
powery,full,GradientBoosting,C-9,0.989986068126954,27.58118087510544,34.31001747115209,0.018866210886361395,0.023468901786933543
powery,full,GradientBoosting,C-10,0.9831042463445276,33.4219014352137,39.64646473969825,0.02430583509382713,0.028832603551425567
powery,full,GradientBoosting,C-11,0.9809631088696908,31.05952520563087,38.83404593000692,0.021501490587213463,0.02688353629037708
powery,full,GradientBoosting,C-12,0.9865921636586914,27.709613080520576,35.83974619378872,0.018344352536788077,0.023726673378563008
powery,full,GradientBoosting,C-13,0.9724079083672654,41.96733308418243,54.75339009355738,0.023136204485386745,0.0301850400389189
powery,full,GradientBoosting,C-14,0.9886365912224374,27.691796264671595,34.902869507682325,0.01971767626259736,0.024852251367534123
powery,full,GradientBoosting,C-15,0.9785275706134701,32.670586984740986,40.627001519001176,0.024032231780801234,0.02988490894025303
powery,selected,Ridge,A-2,0.9887920126384923,7.885330599822064,11.035036922942442,0.013380622619557721,0.01872536132627213
powery,selected,Ridge,B-1,0.9952273314415147,6.789482434566744,9.308408759825545,0.009401175294634056,0.012889050573235838
powery,selected,Ridge,B-2,0.9947507755100451,7.427284438947009,10.145032923330891,0.009023750866602617,0.012325669009466134
powery,selected,Ridge,B-4,0.9919184676761228,7.624525423866707,10.956599181611042,0.010997095928945506,0.015803052066429686
powery,selected,Ridge,B-5,0.9933481225052007,7.8412670121771955,10.638885842254435,0.009936000095864067,0.013480980890507413
powery,selected,Ridge,B-7,0.9955644387467164,6.292473050722438,8.18602488061119,0.009050441546034916,0.011773930389396439
powery,selected,Ridge,B-8,0.9959409929921857,6.227671604256338,8.440275046725798,0.008500466791270865,0.011520562146348466
powery,selected,Ridge,C-1,0.9972927880374608,10.887295495870148,15.059970122906616,0.007413392736260606,0.010254656278945297
powery,selected,Ridge,C-2,0.9976763690459074,12.062977204749386,16.48031126324551,0.007486374343856958,0.01022780507048975
powery,selected,Ridge,C-3,0.9971005912793116,14.698917169853866,18.65142057925332,0.008060702955933502,0.010228206558227777
powery,selected,Ridge,C-4,0.996531972737035,14.963669149659854,19.364846387001677,0.009381130432148378,0.012140347927908409
powery,selected,Ridge,C-5,0.996539196571504,13.08459088200132,17.558538854606535,0.008191866886297132,0.010992870492624268
powery,selected,Ridge,C-6,0.9942649705326888,15.928294084753306,22.683345680112172,0.009782054821460254,0.013930539566656143
powery,selected,Ridge,C-7,0.9946470241423954,17.14611805628296,24.340356989694506,0.010808988812827713,0.015344268920709628
powery,selected,Ridge,C-8,0.9967519876846767,15.264577222094085,20.625827717726413,0.008874343240032152,0.011991205004481779
powery,selected,Ridge,C-9,0.9969156289240643,14.162916546465459,19.041534058701963,0.00968778572395092,0.013024880942481798
powery,selected,Ridge,C-10,0.9971039761212518,12.523051202155493,16.41408780691336,0.00910729803871791,0.011937026151064163
powery,selected,Ridge,C-11,0.9955547070533503,13.883753795065223,18.76570219863614,0.009611267382981898,0.01299088014111935
powery,selected,Ridge,C-12,0.9958860170211185,14.514947060434551,19.852573866684626,0.009609203317119175,0.013142825658186598
powery,selected,Ridge,C-13,0.9946393547354097,17.587871238265926,24.133884877403393,0.009696031544700187,0.013304788618098707
powery,selected,Ridge,C-14,0.994961644830863,17.829025637540816,23.240807210674014,0.012694985628183027,0.016548392465465914
powery,selected,Ridge,C-15,0.9948971810670141,15.725472126205823,19.80520115975293,0.011567535997318221,0.014568553205330457
powery,selected,KNN,A-2,0.9446549530460481,20.645676773819705,24.521631088614186,0.035033662335233376,0.041610771731012124
powery,selected,KNN,B-1,0.9460866592916939,25.021830859802904,31.28548775162592,0.03464691460251227,0.043319996386430096
powery,selected,KNN,B-2,0.9511778624886184,24.821564583974233,30.939570630654256,0.03015686510544158,0.03758991318908759
powery,selected,KNN,B-4,0.9415425012747833,24.434804774473378,29.467889434512546,0.035243097395780555,0.04250247575022834
powery,selected,KNN,B-5,0.9502834460568321,23.901303001992602,29.08536624200586,0.030286348947213736,0.036855294089592615
powery,selected,KNN,B-7,0.9385328337066531,25.079918531321418,30.47336165304323,0.03607235737322424,0.043829727378869816
powery,selected,KNN,B-8,0.9319047529202596,28.58559246066152,34.57045526161161,0.03901793396661805,0.04718697863092218
powery,selected,KNN,C-1,0.9478408357144771,53.82997518945795,66.10408409591975,0.03665398327931778,0.04501168697586497
powery,selected,KNN,C-2,0.9485998744106638,61.95513618624998,77.51110413230734,0.038449823301688134,0.04810397396023151
powery,selected,KNN,C-3,0.9506354055641839,61.40579205096387,76.95998627122316,0.03367417094585637,0.04220389717531946
powery,selected,KNN,C-4,0.9380309056748053,63.405853059675685,81.85785859843611,0.0397508506613816,0.05131891387920346
powery,selected,KNN,C-5,0.9343052961967708,59.689508644159794,76.50064313401411,0.03736979732351021,0.04789474053269838
powery,selected,KNN,C-6,0.9348684460831184,59.92859772412303,76.44252152902008,0.03680399327080161,0.046945701297874516
powery,selected,KNN,C-7,0.9383850068848317,66.07126215742969,82.57954836657447,0.041651616486296686,0.052058513275871625
powery,selected,KNN,C-8,0.946612956505969,68.60109133659249,83.6219879170367,0.039882508523102114,0.048615183531941976
powery,selected,KNN,C-9,0.948794250760311,64.7258864165405,77.58503948938507,0.04427410952673575,0.05307008874136249
powery,selected,KNN,C-10,0.9482789409710554,56.74417901822102,69.3664369915321,0.0412667920891637,0.050446237531720166
powery,selected,KNN,C-11,0.9447854128057098,52.51982412307165,66.1365508084919,0.03635775165744021,0.045784164930562074
powery,selected,KNN,C-12,0.9421889429081778,60.414621003702706,74.42023390114475,0.03999576258419351,0.04926777586485084
powery,selected,KNN,C-13,0.9395401612833492,64.98667173988309,81.04984606007228,0.03582655402912244,0.04468203419534683
powery,selected,KNN,C-14,0.9471972029629769,60.45458748399993,75.23766049591714,0.04304610553989707,0.05357224999904851
powery,selected,KNN,C-15,0.9490738462718099,50.005662921289165,62.566897054426036,0.03678377992529867,0.04602372686232339
powery,selected,RandomForest,A-2,0.8812545541959668,29.297481414128942,35.918521817538895,0.04971491525222947,0.06095016301582634
powery,selected,RandomForest,B-1,0.8946983992964946,35.51583228473968,43.72323578920786,0.04917761674199954,0.06054214118151567
powery,selected,RandomForest,B-2,0.89554986228555,38.04285576589784,45.25435673915741,0.0462200223389086,0.0549816079078844
powery,selected,RandomForest,B-4,0.8744116681888047,35.8938911658209,43.19202473039994,0.05177090277357605,0.06229723332533786
powery,selected,RandomForest,B-5,0.8795767387348662,36.771512996505884,45.2667401124805,0.04659473476556226,0.05735939528632088
powery,selected,RandomForest,B-7,0.8858290764600477,33.77523421645463,41.53139576000477,0.048578798910321255,0.05973445839517916
powery,selected,RandomForest,B-8,0.8835585743544087,35.181948480745795,45.206455416273116,0.04802163693223416,0.061704598032186045
powery,selected,RandomForest,C-1,0.8863511258217828,77.25723706926497,97.5765702805031,0.05260610776387102,0.06644197703838384
powery,selected,RandomForest,C-2,0.8861010788562631,91.91800967909276,115.38295003922354,0.057045007855028265,0.07160752625413903
powery,selected,RandomForest,C-3,0.8923470659915259,92.46581284381791,113.65018061522083,0.050707099189699505,0.06232434241525797
powery,selected,RandomForest,C-4,0.8964220307549281,80.3666372072702,105.82944066885206,0.050384026704552505,0.06634734947333268
powery,selected,RandomForest,C-5,0.8947246351227961,74.79933851604277,96.84189619336023,0.04682960513112958,0.060629784284953685
powery,selected,RandomForest,C-6,0.8957892230006652,77.51722225206632,96.69312612696528,0.04760570803391062,0.05938221981585133
powery,selected,RandomForest,C-7,0.896161575154834,86.74449188839267,107.2033475686419,0.054684112130703705,0.06758146542345309
powery,selected,RandomForest,C-8,0.8962496815373309,95.20529393054078,116.57281165419802,0.05534935192210075,0.06777175207824417
powery,selected,RandomForest,C-9,0.896584935790247,88.75900694411946,110.258105489151,0.06071335925225761,0.07541927517565188
powery,selected,RandomForest,C-10,0.8972885632351267,77.81322212306958,97.75187248797154,0.056589100674265015,0.0710893393486624
powery,selected,RandomForest,C-11,0.8854742107071839,74.92367699756547,95.25028275737249,0.05186720418477351,0.06593864666565391
powery,selected,RandomForest,C-12,0.8862259729640456,80.6584791474079,104.40159663124113,0.053397626746415135,0.0691160749318934
powery,selected,RandomForest,C-13,0.8652943024840973,97.86117151759932,120.97947198128499,0.05394996319801985,0.0666948694757084
powery,selected,RandomForest,C-14,0.8361719793969122,106.70537835445631,132.5259452792156,0.07597853478921243,0.09436382026051482
powery,selected,RandomForest,C-15,0.842295110683058,88.65126196702586,110.10239288637464,0.0652111844898028,0.08099047093038246
powery,selected,GradientBoosting,A-2,0.9620829977126906,16.32500609079969,20.296771932816448,0.027701913445189106,0.03444160548377977
powery,selected,GradientBoosting,B-1,0.9727822804312887,17.8216099795887,22.229038395717776,0.02467700315383532,0.030779825797226525
powery,selected,GradientBoosting,B-2,0.9616298039754013,22.035641072821107,27.428552978806838,0.02677211797414406,0.033324215700463206
powery,selected,GradientBoosting,B-4,0.9691774995772361,17.243045341434517,21.39749092503069,0.024870193642917454,0.03086228286480918
powery,selected,GradientBoosting,B-5,0.9654062938928175,19.971651036102756,24.261775143874452,0.025306921228560812,0.030743118399233698
powery,selected,GradientBoosting,B-7,0.9719893530522189,16.172834005872936,20.57123377408945,0.02326132946839937,0.029587532167633303
powery,selected,GradientBoosting,B-8,0.9642573553694848,19.496771515938306,25.046095974538463,0.02661213842665677,0.03418669458052942
powery,selected,GradientBoosting,C-1,0.9811704115717585,31.761699157841484,39.71763622651761,0.021627221371676178,0.027044589357825083
powery,selected,GradientBoosting,C-2,0.9877961433229834,29.976581416746413,37.768556156339834,0.01860369179397218,0.023439449898157837
powery,selected,GradientBoosting,C-3,0.9733737892829742,45.00102240928747,56.52126552051809,0.02467799975759572,0.030995557481522433
powery,selected,GradientBoosting,C-4,0.9862844061064497,30.850828192712232,38.51058479721621,0.019341221749894992,0.024143331116700605
powery,selected,GradientBoosting,C-5,0.9802751179052206,31.569079765601963,41.91863331237302,0.019764446706426374,0.026243989380120212
powery,selected,GradientBoosting,C-6,0.9797038799707622,35.02697965199792,42.672274853235585,0.02151114446800617,0.02620635516582599
powery,selected,GradientBoosting,C-7,0.9888444425033073,27.6352407712513,35.137830269725924,0.01742137825924964,0.022151043929930975
powery,selected,GradientBoosting,C-8,0.9760605921794872,44.48866177855451,55.99628997675722,0.025864303293060997,0.032554474990820856
powery,selected,GradientBoosting,C-9,0.9899963363958372,27.553684822144078,34.292422242390494,0.0188474029050766,0.023456866214638317
powery,selected,GradientBoosting,C-10,0.9830999505394613,33.428886225897294,39.65150454624489,0.024310914732125075,0.028836268714135256
powery,selected,GradientBoosting,C-11,0.9809691860340198,31.04832222407771,38.82784692107315,0.021493735130527658,0.026879244919811786
powery,selected,GradientBoosting,C-12,0.9866101305425775,27.699361860074386,35.815725001729824,0.018337566011070422,0.023710770839101277
powery,selected,GradientBoosting,C-13,0.9724079083672654,41.96733308418243,54.75339009355738,0.023136204485386745,0.0301850400389189
powery,selected,GradientBoosting,C-14,0.9886449270985481,27.682012175027065,34.890065278826086,0.019710709595997217,0.02484313423995719
powery,selected,GradientBoosting,C-15,0.9784544129759719,32.73117514552379,40.696151779371846,0.024076799964525174,0.029935775338389887
htgr,full,Ridge,fluxQ1,-0.0013639751482004137,0.0033990220490273766,0.004204365644683976,0.13318336893464344,0.16473902573015525
htgr,full,Ridge,fluxQ2,0.0057154549249489595,0.003434895294037903,0.0043200341399937696,0.13458898489011714,0.16927124695813092
htgr,full,Ridge,fluxQ3,0.007214448329343037,0.003376266426645887,0.004200850834139104,0.13229173881066747,0.16460130543802975
htgr,full,Ridge,fluxQ4,0.013504789061355882,0.0033795091322780216,0.004220931289713402,0.13241879725698574,0.16538811490397384
htgr,full,KNN,fluxQ1,0.712196905515897,0.0017532005100966224,0.002253991254402488,0.06869539149339095,0.08831779979080932
htgr,full,KNN,fluxQ2,0.7299823536668997,0.0018083822578489623,0.0022512716799750476,0.07085756960325679,0.08821123911568259
htgr,full,KNN,fluxQ3,0.7138936391293335,0.0017609377798480314,0.002255138883998095,0.06899855976855516,0.08836276718838057
htgr,full,KNN,fluxQ4,0.719287396565667,0.0017678469671588025,0.0022516026335190967,0.06926928141418623,0.0882242068185458
htgr,full,RandomForest,fluxQ1,0.7159447541747981,0.0018116836914338144,0.002239267124285322,0.07098692917809991,0.08774086641840083
htgr,full,RandomForest,fluxQ2,0.696495938568862,0.0018638248222892237,0.002386789331886111,0.07302996725411728,0.09352120685678399
htgr,full,RandomForest,fluxQ3,0.6987550458035585,0.0018279413619261336,0.0023140323563711008,0.07162395103202286,0.09067038124494155
htgr,full,RandomForest,fluxQ4,0.690542238463619,0.0018684326464387046,0.002364076259825525,0.07321051493366583,0.09263124397562239
htgr,full,GradientBoosting,fluxQ1,0.9038891755679809,0.0010139657013853852,0.0013025387382707555,0.03973006533844835,0.05103717917346813
htgr,full,GradientBoosting,fluxQ2,0.9014735371301978,0.0010543925085850193,0.00135990409131084,0.04131410283525106,0.05328491716039583
htgr,full,GradientBoosting,fluxQ3,0.9040522364807995,0.0010072622552291352,0.0013059512476984118,0.039467405217483015,0.051170891016327914
htgr,full,GradientBoosting,fluxQ4,0.9024538085229055,0.0010005820171476811,0.0013272903925968128,0.03920565445501646,0.052007019516455415
htgr,selected,Ridge,fluxQ1,-0.0013639751482004137,0.0033990220490273766,0.004204365644683976,0.13318336893464344,0.16473902573015525
htgr,selected,Ridge,fluxQ2,0.0057154549249488484,0.003434895294037903,0.0043200341399937696,0.13458898489011714,0.16927124695813092
htgr,selected,Ridge,fluxQ3,0.007214448329343037,0.003376266426645887,0.004200850834139104,0.13229173881066747,0.16460130543802975
htgr,selected,Ridge,fluxQ4,0.013504789061355882,0.0033795091322780216,0.004220931289713402,0.13241879725698574,0.16538811490397384
htgr,selected,KNN,fluxQ1,0.7121969055158963,0.001753200510096624,0.0022539912544024907,0.06869539149339102,0.08831779979080943
htgr,selected,KNN,fluxQ2,0.7299823536668997,0.0018083822578489638,0.0022512716799750476,0.07085756960325684,0.08821123911568259
htgr,selected,KNN,fluxQ3,0.7138936391293338,0.0017609377798480299,0.0022551388839980933,0.06899855976855511,0.0883627671883805
htgr,selected,KNN,fluxQ4,0.7192873965656668,0.001767846967158802,0.0022516026335190975,0.06926928141418622,0.08822420681854584
htgr,selected,RandomForest,fluxQ1,0.7121913186931805,0.0018278173328785854,0.0022540131314925413,0.07161909122053592,0.08831865699753343
htgr,selected,RandomForest,fluxQ2,0.6946637470058897,0.0018758315261349148,0.002393982769913236,0.07350042412227065,0.09380306625541578
htgr,selected,RandomForest,fluxQ3,0.6938741861110745,0.00184216060811551,0.0023327033497508986,0.07218110161354208,0.09140196396603317
htgr,selected,RandomForest,fluxQ4,0.7018492393051476,0.0018237348267423088,0.002320484932615347,0.07145912699756736,0.09092321156793468
htgr,selected,GradientBoosting,fluxQ1,0.9038891755679809,0.0010139657013853852,0.0013025387382707555,0.03973006533844835,0.05103717917346813
htgr,selected,GradientBoosting,fluxQ2,0.9014735371301978,0.0010543925085850193,0.0013599040913108403,0.04131410283525106,0.05328491716039584
htgr,selected,GradientBoosting,fluxQ3,0.9040522364807994,0.0010072622552291346,0.0013059512476984122,0.039467405217482994,0.051170891016327935
htgr,selected,GradientBoosting,fluxQ4,0.9024266776331433,0.0010007736967426563,0.0013274749619028414,0.03921316500771268,0.052014251467770896
microreactor,full,Ridge,fluxQ1,0.11837495803312559,3.561207544326265e+17,4.296162950496245e+17,0.12718598372593803,0.1534343910891516
microreactor,full,Ridge,fluxQ2,0.22880758124680178,3.599895293226093e+17,4.4283968191049766e+17,0.1333294553046701,0.16401469700388802
microreactor,full,Ridge,fluxQ3,0.25207980442297084,3.5562058368021146e+17,4.4860157908654944e+17,0.12700735131436122,0.16021484967376765
microreactor,full,Ridge,fluxQ4,0.014034376901633672,3.9353637043987104e+17,4.7835635357599085e+17,0.14054870372852538,0.17084155484856817
microreactor,full,KNN,fluxQ1,0.429940649768923,2.836390063809981e+17,3.454608390211275e+17,0.10129964513607076,0.1233788710789741
microreactor,full,KNN,fluxQ2,0.38918370871230257,3.176900890873124e+17,3.9411272751450234e+17,0.11766299595826385,0.1459676768572231
microreactor,full,KNN,fluxQ3,0.4313612621564237,3.176651437961778e+17,3.911572542262925e+17,0.1134518370700635,0.13969901936653303
microreactor,full,KNN,fluxQ4,0.3365306645025533,3.094513235567146e+17,3.9240188758166266e+17,0.11051832984168379,0.14014353127916523
microreactor,full,RandomForest,fluxQ1,0.5213903959162716,2.6001291677417363e+17,3.1654065109450784e+17,0.0928617559907763,0.1130502325337528
microreactor,full,RandomForest,fluxQ2,0.49645777098206056,2.9213975182286317e+17,3.57835236095588e+17,0.10819990808254192,0.13253156892429185
microreactor,full,RandomForest,fluxQ3,0.530946665222342,2.94197249696586e+17,3.552583396949294e+17,0.10507044632020927,0.12687797846247478
microreactor,full,RandomForest,fluxQ4,0.3750965013058285,3.071493782033525e+17,3.808264797589914e+17,0.10969620650119732,0.13600945705678266
microreactor,full,GradientBoosting,fluxQ1,0.6423860553588261,2.212571616912609e+17,2.73618847508772e+17,0.07902041488973603,0.09772101696741857
microreactor,full,GradientBoosting,fluxQ2,0.6557899560393992,2.4160928563602208e+17,2.958536446430868e+17,0.0894849206059341,0.10957542394188399
microreactor,full,GradientBoosting,fluxQ3,0.6871641149828331,2.4295157258671146e+17,2.901292064325925e+17,0.08676841878096837,0.1036175737259259
microreactor,full,GradientBoosting,fluxQ4,0.6471943607229809,2.381341781888263e+17,2.8614648757005178e+17,0.08504792078172368,0.10219517413216135
microreactor,selected,Ridge,fluxQ1,0.1183749580331257,3.561207544326265e+17,4.2961629504962445e+17,0.12718598372593803,0.15343439108915158
microreactor,selected,Ridge,fluxQ2,0.22880758124680178,3.599895293226093e+17,4.4283968191049766e+17,0.1333294553046701,0.16401469700388802
microreactor,selected,Ridge,fluxQ3,0.25207980442297084,3.5562058368021146e+17,4.4860157908654944e+17,0.12700735131436122,0.16021484967376765
microreactor,selected,Ridge,fluxQ4,0.014034376901633339,3.9353637043987104e+17,4.783563535759909e+17,0.14054870372852538,0.1708415548485682
microreactor,selected,KNN,fluxQ1,0.4299406497689229,2.836390063809981e+17,3.454608390211275e+17,0.10129964513607076,0.1233788710789741
microreactor,selected,KNN,fluxQ2,0.3891837087123018,3.176900890873126e+17,3.941127275145026e+17,0.11766299595826392,0.14596767685722317
microreactor,selected,KNN,fluxQ3,0.4313612621564238,3.176651437961778e+17,3.911572542262924e+17,0.1134518370700635,0.139699019366533
microreactor,selected,KNN,fluxQ4,0.3365306645025533,3.0945132355671475e+17,3.9240188758166266e+17,0.11051832984168385,0.14014353127916523
microreactor,selected,RandomForest,fluxQ1,0.5159266862209237,2.6303438946385984e+17,3.1834230563515565e+17,0.09394085337994994,0.11369368058398416
microreactor,selected,RandomForest,fluxQ2,0.4975764084745863,2.927159434935928e+17,3.574375430631007e+17,0.10841331240503438,0.1323842752085558
microreactor,selected,RandomForest,fluxQ3,0.5266115568071019,2.9471202899381766e+17,3.568962571710405e+17,0.1052542960692206,0.12746294898965732
microreactor,selected,RandomForest,fluxQ4,0.38273969446582745,3.076159740737554e+17,3.784903706760517e+17,0.10986284788348406,0.13517513238430418
microreactor,selected,GradientBoosting,fluxQ1,0.6421998429439125,2.21103161378319e+17,2.7369007598877587e+17,0.07896541477797107,0.0977464557102771
microreactor,selected,GradientBoosting,fluxQ2,0.6554137921685671,2.418391327624858e+17,2.960152597172908e+17,0.08957004917129104,0.10963528137677438
microreactor,selected,GradientBoosting,fluxQ3,0.6866027930874312,2.4303013350902358e+17,2.903893794117701e+17,0.0867964762532227,0.10371049264706075
microreactor,selected,GradientBoosting,fluxQ4,0.645425695678366,2.387463559883536e+17,2.8686283750093872e+17,0.08526655571012628,0.1024510133931924
