dataset,feature,grid_value,target,mean_prediction
powery,CR2,23.653524535505984,target_1,25860.90127082244
powery,CR2,23.653524535505984,target_2,22755.78101664544
powery,CR2,23.653524535505984,target_3,21567.473108823382
powery,CR2,23.653524535505984,target_4,22831.36579445992
powery,CR2,23.653524535505984,target_5,21863.869796194704
powery,CR2,23.653524535505984,target_6,22783.943676376362
powery,CR2,23.653524535505984,target_7,21205.723856427907
powery,CR2,23.653524535505984,target_8,18006.276317538508
powery,CR2,23.653524535505984,target_9,18062.86707321101
powery,CR2,23.653524535505984,target_10,18619.86543135076
powery,CR2,23.653524535505984,target_11,18618.915772891134
powery,CR2,23.653524535505984,target_12,19771.642040741248
powery,CR2,23.653524535505984,target_13,19153.521899952004
powery,CR2,23.653524535505984,target_14,18602.026989691512
powery,CR2,23.653524535505984,target_15,18875.90207870515
powery,CR2,23.653524535505984,target_16,18556.289308627187
powery,CR2,23.653524535505984,target_17,19479.70035613353
powery,CR2,23.653524535505984,target_18,18466.02198706316
powery,CR2,23.653524535505984,target_19,17762.36137846332
powery,CR2,23.653524535505984,target_20,18022.565429112303
powery,CR2,23.653524535505984,target_21,17933.84777314637
powery,CR2,23.653524535505984,target_22,18744.260083580284
powery,CR2,24.146567292599194,target_1,25854.70906596554
powery,CR2,24.146567292599194,target_2,22748.787939725687
powery,CR2,24.146567292599194,target_3,21574.213694205046
powery,CR2,24.146567292599194,target_4,22830.05603819671
powery,CR2,24.146567292599194,target_5,21850.85737227913
powery,CR2,24.146567292599194,target_6,22765.10050116836
powery,CR2,24.146567292599194,target_7,21187.976166554112
powery,CR2,24.146567292599194,target_8,18001.04939519611
powery,CR2,24.146567292599194,target_9,18067.986664557342
powery,CR2,24.146567292599194,target_10,18670.085810247838
powery,CR2,24.146567292599194,target_11,18686.62246315077
powery,CR2,24.146567292599194,target_12,19830.097592860115
powery,CR2,24.146567292599194,target_13,19167.02899842969
powery,CR2,24.146567292599194,target_14,18598.982866167076
powery,CR2,24.146567292599194,target_15,18864.40614460329
powery,CR2,24.146567292599194,target_16,18539.984154787966
powery,CR2,24.146567292599194,target_17,19460.410620578066
powery,CR2,24.146567292599194,target_18,18446.447982387443
powery,CR2,24.146567292599194,target_19,17742.76054890647
powery,CR2,24.146567292599194,target_20,18003.875400324912
powery,CR2,24.146567292599194,target_21,17918.743670436066
powery,CR2,24.146567292599194,target_22,18732.39266791331
powery,CR2,24.639610049692408,target_1,25848.516861108634
powery,CR2,24.639610049692408,target_2,22741.79486280594
powery,CR2,24.639610049692408,target_3,21580.954279586716
powery,CR2,24.639610049692408,target_4,22828.746281933494
powery,CR2,24.639610049692408,target_5,21837.844948363552
powery,CR2,24.639610049692408,target_6,22746.25732596037
powery,CR2,24.639610049692408,target_7,21170.22847668032
powery,CR2,24.639610049692408,target_8,17995.822472853713
powery,CR2,24.639610049692408,target_9,18073.10625590368
powery,CR2,24.639610049692408,target_10,18720.306189144914
powery,CR2,24.639610049692408,target_11,18754.329153410396
powery,CR2,24.639610049692408,target_12,19888.553144978985
powery,CR2,24.639610049692408,target_13,19180.536096907384
powery,CR2,24.639610049692408,target_14,18595.938742642636
powery,CR2,24.639610049692408,target_15,18852.91021050143
powery,CR2,24.639610049692408,target_16,18523.679000948738
powery,CR2,24.639610049692408,target_17,19441.120885022603
powery,CR2,24.639610049692408,target_18,18426.873977711723
powery,CR2,24.639610049692408,target_19,17723.15971934962
powery,CR2,24.639610049692408,target_20,17985.185371537522
powery,CR2,24.639610049692408,target_21,17903.639567725764
powery,CR2,24.639610049692408,target_22,18720.525252246345
powery,CR2,25.132652806785618,target_1,25842.324656251734
powery,CR2,25.132652806785618,target_2,22734.801785886186
powery,CR2,25.132652806785618,target_3,21587.694864968376
powery,CR2,25.132652806785618,target_4,22827.43652567029
powery,CR2,25.132652806785618,target_5,21824.83252444798
powery,CR2,25.132652806785618,target_6,22727.41415075237
powery,CR2,25.132652806785618,target_7,21152.480786806525
powery,CR2,25.132652806785618,target_8,17990.595550511312
powery,CR2,25.132652806785618,target_9,18078.225847250014
powery,CR2,25.132652806785618,target_10,18770.526568041994
powery,CR2,25.132652806785618,target_11,18822.03584367003
powery,CR2,25.132652806785618,target_12,19947.008697097855
powery,CR2,25.132652806785618,target_13,19194.04319538507
powery,CR2,25.132652806785618,target_14,18592.8946191182
powery,CR2,25.132652806785618,target_15,18841.41427639957
powery,CR2,25.132652806785618,target_16,18507.373847109513
powery,CR2,25.132652806785618,target_17,19421.83114946714
powery,CR2,25.132652806785618,target_18,18407.299973036
powery,CR2,25.132652806785618,target_19,17703.55888979277
powery,CR2,25.132652806785618,target_20,17966.495342750124
powery,CR2,25.132652806785618,target_21,17888.53546501546
powery,CR2,25.132652806785618,target_22,18708.65783657937
powery,CR2,25.62569556387883,target_1,25836.132451394835
powery,CR2,25.62569556387883,target_2,22727.80870896643
powery,CR2,25.62569556387883,target_3,21594.435450350047
powery,CR2,25.62569556387883,target_4,22826.126769407074
powery,CR2,25.62569556387883,target_5,21811.820100532397
powery,CR2,25.62569556387883,target_6,22708.570975544368
powery,CR2,25.62569556387883,target_7,21134.73309693273
powery,CR2,25.62569556387883,target_8,17985.368628168915
powery,CR2,25.62569556387883,target_9,18083.345438596345
powery,CR2,25.62569556387883,target_10,18820.746946939067
powery,CR2,25.62569556387883,target_11,18889.74253392966
powery,CR2,25.62569556387883,target_12,20005.464249216722
powery,CR2,25.62569556387883,target_13,19207.550293862758
powery,CR2,25.62569556387883,target_14,18589.850495593768
powery,CR2,25.62569556387883,target_15,18829.918342297715
powery,CR2,25.62569556387883,target_16,18491.068693270292
powery,CR2,25.62569556387883,target_17,19402.54141391168
powery,CR2,25.62569556387883,target_18,18387.725968360282
powery,CR2,25.62569556387883,target_19,17683.958060235927
powery,CR2,25.62569556387883,target_20,17947.805313962734
powery,CR2,25.62569556387883,target_21,17873.43136230515
powery,CR2,25.62569556387883,target_22,18696.790420912403
powery,CR2,26.118738320972042,target_1,25829.94024653793
powery,CR2,26.118738320972042,target_2,22720.815632046684
powery,CR2,26.118738320972042,target_3,21601.17603573171
powery,CR2,26.118738320972042,target_4,22824.817013143864
powery,CR2,26.118738320972042,target_5,21798.80767661682
powery,CR2,26.118738320972042,target_6,22689.72780033637
powery,CR2,26.118738320972042,target_7,21116.985407058935
powery,CR2,26.118738320972042,target_8,17980.14170582652
powery,CR2,26.118738320972042,target_9,18088.465029942683
powery,CR2,26.118738320972042,target_10,18870.967325836144
powery,CR2,26.118738320972042,target_11,18957.44922418929
powery,CR2,26.118738320972042,target_12,20063.919801335593
powery,CR2,26.118738320972042,target_13,19221.057392340448
powery,CR2,26.118738320972042,target_14,18586.80637206933
powery,CR2,26.118738320972042,target_15,18818.422408195856
powery,CR2,26.118738320972042,target_16,18474.763539431064
powery,CR2,26.118738320972042,target_17,19383.251678356217
powery,CR2,26.118738320972042,target_18,18368.151963684562
powery,CR2,26.118738320972042,target_19,17664.357230679077
powery,CR2,26.118738320972042,target_20,17929.11528517534
powery,CR2,26.118738320972042,target_21,17858.327259594844
powery,CR2,26.118738320972042,target_22,18684.92300524543
powery,CR2,26.611781078065253,target_1,25823.74804168103
powery,CR2,26.611781078065253,target_2,22713.822555126928
powery,CR2,26.611781078065253,target_3,21607.916621113378
powery,CR2,26.611781078065253,target_4,22823.507256880654
powery,CR2,26.611781078065253,target_5,21785.795252701246
powery,CR2,26.611781078065253,target_6,22670.884625128376
powery,CR2,26.611781078065253,target_7,21099.23771718514
powery,CR2,26.611781078065253,target_8,17974.91478348412
powery,CR2,26.611781078065253,target_9,18093.584621289017
powery,CR2,26.611781078065253,target_10,18921.18770473322
powery,CR2,26.611781078065253,target_11,19025.155914448922
powery,CR2,26.611781078065253,target_12,20122.37535345446
powery,CR2,26.611781078065253,target_13,19234.56449081814
powery,CR2,26.611781078065253,target_14,18583.762248544892
powery,CR2,26.611781078065253,target_15,18806.926474093994
powery,CR2,26.611781078065253,target_16,18458.458385591843
powery,CR2,26.611781078065253,target_17,19363.961942800754
powery,CR2,26.611781078065253,target_18,18348.577959008842
powery,CR2,26.611781078065253,target_19,17644.756401122228
powery,CR2,26.611781078065253,target_20,17910.42525638795
powery,CR2,26.611781078065253,target_21,17843.223156884542
powery,CR2,26.611781078065253,target_22,18673.05558957846
powery,CR2,27.104823835158466,target_1,25817.55583682413
powery,CR2,27.104823835158466,target_2,22706.82947820718
powery,CR2,27.104823835158466,target_3,21614.65720649504
powery,CR2,27.104823835158466,target_4,22822.19750061744
powery,CR2,27.104823835158466,target_5,21772.782828785665
powery,CR2,27.104823835158466,target_6,22652.041449920376
powery,CR2,27.104823835158466,target_7,21081.490027311353
powery,CR2,27.104823835158466,target_8,17969.68786114172
powery,CR2,27.104823835158466,target_9,18098.704212635348
powery,CR2,27.104823835158466,target_10,18971.408083630296
powery,CR2,27.104823835158466,target_11,19092.862604708556
powery,CR2,27.104823835158466,target_12,20180.83090557333
powery,CR2,27.104823835158466,target_13,19248.071589295825
powery,CR2,27.104823835158466,target_14,18580.718125020456
powery,CR2,27.104823835158466,target_15,18795.430539992136
powery,CR2,27.104823835158466,target_16,18442.153231752618
powery,CR2,27.104823835158466,target_17,19344.67220724529
powery,CR2,27.104823835158466,target_18,18329.003954333122
powery,CR2,27.104823835158466,target_19,17625.15557156538
powery,CR2,27.104823835158466,target_20,17891.735227600555
powery,CR2,27.104823835158466,target_21,17828.119054174233
powery,CR2,27.104823835158466,target_22,18661.18817391149
powery,CR2,27.597866592251677,target_1,25811.363631967222
powery,CR2,27.597866592251677,target_2,22699.83640128743
powery,CR2,27.597866592251677,target_3,21621.39779187671
powery,CR2,27.597866592251677,target_4,22820.88774435423
powery,CR2,27.597866592251677,target_5,21759.77040487009
powery,CR2,27.597866592251677,target_6,22633.198274712384
powery,CR2,27.597866592251677,target_7,21063.74233743755
powery,CR2,27.597866592251677,target_8,17964.460938799326
powery,CR2,27.597866592251677,target_9,18103.823803981682
powery,CR2,27.597866592251677,target_10,19021.628462527373
powery,CR2,27.597866592251677,target_11,19160.56929496819
powery,CR2,27.597866592251677,target_12,20239.2864576922
powery,CR2,27.597866592251677,target_13,19261.578687773515
powery,CR2,27.597866592251677,target_14,18577.67400149602
powery,CR2,27.597866592251677,target_15,18783.934605890277
powery,CR2,27.597866592251677,target_16,18425.848077913393
powery,CR2,27.597866592251677,target_17,19325.382471689827
powery,CR2,27.597866592251677,target_18,18309.4299496574
powery,CR2,27.597866592251677,target_19,17605.55474200853
powery,CR2,27.597866592251677,target_20,17873.04519881316
powery,CR2,27.597866592251677,target_21,17813.014951463927
powery,CR2,27.597866592251677,target_22,18649.32075824452
htgr,theta5,0.2947138188110587,target_1,0.25119392315345845
htgr,theta5,0.2947138188110587,target_2,0.25028559155463076
htgr,theta5,0.2947138188110587,target_3,0.2472447049079579
htgr,theta5,0.2947138188110587,target_4,0.25046664195067364
htgr,theta5,0.7037283171810291,target_1,0.2511515701428561
htgr,theta5,0.7037283171810291,target_2,0.25028559155463076
htgr,theta5,0.7037283171810291,target_3,0.2474045446377051
htgr,theta5,0.7037283171810291,target_4,0.2503630642198359
htgr,theta5,1.1127428155509995,target_1,0.25086347038811285
htgr,theta5,1.1127428155509995,target_2,0.2502810748296274
htgr,theta5,1.1127428155509995,target_3,0.24770282937345248
htgr,theta5,1.1127428155509995,target_4,0.25025309771581133
htgr,theta5,1.5217573139209701,target_1,0.2505913905883344
htgr,theta5,1.5217573139209701,target_2,0.250237639245635
htgr,theta5,1.5217573139209701,target_3,0.2494739539497064
htgr,theta5,1.5217573139209701,target_4,0.2500577349197422
htgr,theta5,1.9307718122909405,target_1,0.24970854617162144
htgr,theta5,1.9307718122909405,target_2,0.25020716656988745
htgr,theta5,1.9307718122909405,target_3,0.25030387599720405
htgr,theta5,1.9307718122909405,target_4,0.24960567497006106
htgr,theta5,2.339786310660911,target_1,0.24877990486789833
htgr,theta5,2.339786310660911,target_2,0.25011729136817995
htgr,theta5,2.339786310660911,target_3,0.2519850177464875
htgr,theta5,2.339786310660911,target_4,0.24949793526046868
htgr,theta5,2.7488008090308815,target_1,0.24869395276771208
htgr,theta5,2.7488008090308815,target_2,0.2500112666435547
htgr,theta5,2.7488008090308815,target_3,0.25293914106192095
htgr,theta5,2.7488008090308815,target_4,0.24949793526046868
htgr,theta5,3.1578153074008517,target_1,0.24869395276771208
htgr,theta5,3.1578153074008517,target_2,0.2500112666435547
htgr,theta5,3.1578153074008517,target_3,0.2530162162912323
htgr,theta5,3.1578153074008517,target_4,0.24949793526046868
htgr,theta5,3.5668298057708223,target_1,0.24869395276771208
htgr,theta5,3.5668298057708223,target_2,0.2500112666435547
htgr,theta5,3.5668298057708223,target_3,0.2530162162912323
htgr,theta5,3.5668298057708223,target_4,0.24949793526046868
htgr,theta5,3.975844304140793,target_1,0.24872740635882257
htgr,theta5,3.975844304140793,target_2,0.2500112666435547
htgr,theta5,3.975844304140793,target_3,0.2528549030452578
htgr,theta5,3.975844304140793,target_4,0.24951873229335333
htgr,theta5,4.384858802510763,target_1,0.24909962002187724
htgr,theta5,4.384858802510763,target_2,0.2500112666435547
htgr,theta5,4.384858802510763,target_3,0.25147781630344035
htgr,theta5,4.384858802510763,target_4,0.2495766735119678
htgr,theta5,4.793873300880733,target_1,0.24971448515247535
htgr,theta5,4.793873300880733,target_2,0.2500112666435547
htgr,theta5,4.793873300880733,target_3,0.2502242023409915
htgr,theta5,4.793873300880733,target_4,0.2499865894534413
htgr,theta5,5.202887799250704,target_1,0.25041702616965383
htgr,theta5,5.202887799250704,target_2,0.25007234025523384
htgr,theta5,5.202887799250704,target_3,0.24894663151718843
htgr,theta5,5.202887799250704,target_4,0.2503294156137583
htgr,theta5,5.6119022976206745,target_1,0.25087904027693936
htgr,theta5,5.6119022976206745,target_2,0.2501203077900536
htgr,theta5,5.6119022976206745,target_3,0.24761957860976794
htgr,theta5,5.6119022976206745,target_4,0.25040463478279296
htgr,theta5,6.020916795990645,target_1,0.25101907850907845
htgr,theta5,6.020916795990645,target_2,0.25013113715056096
htgr,theta5,6.020916795990645,target_3,0.2475729021478091
htgr,theta5,6.020916795990645,target_4,0.2504081501748615
htgr,theta8,0.2514006052212671,target_1,0.2501293334720547
htgr,theta8,0.2514006052212671,target_2,0.25142477176317396
htgr,theta8,0.2514006052212671,target_3,0.250441294344216
htgr,theta8,0.2514006052212671,target_4,0.2472610785660385
htgr,theta8,0.6520635293604788,target_1,0.2501293334720547
htgr,theta8,0.6520635293604788,target_2,0.25137234138307135
htgr,theta8,0.6520635293604788,target_3,0.25043367888006113
htgr,theta8,0.6520635293604788,target_4,0.2473553388388248
htgr,theta8,1.0527264534996907,target_1,0.2501293334720547
htgr,theta8,1.0527264534996907,target_2,0.2510419455596782
htgr,theta8,1.0527264534996907,target_3,0.2503338314419563
htgr,theta8,1.0527264534996907,target_4,0.24758175522915798
htgr,theta8,1.4533893776389024,target_1,0.2501226579335148
htgr,theta8,1.4533893776389024,target_2,0.2507902933032037
htgr,theta8,1.4533893776389024,target_3,0.25011905072861457
htgr,theta8,1.4533893776389024,target_4,0.2494709909240912
htgr,theta8,1.8540523017781143,target_1,0.250018783865298
htgr,theta8,1.8540523017781143,target_2,0.24989063102634437
htgr,theta8,1.8540523017781143,target_3,0.24983841591030564
htgr,theta8,1.8540523017781143,target_4,0.25019814569212845
htgr,theta8,2.254715225917326,target_1,0.2499898360339575
htgr,theta8,2.254715225917326,target_2,0.2493337132132705
htgr,theta8,2.254715225917326,target_3,0.2495418935453181
htgr,theta8,2.254715225917326,target_4,0.2511369020284522
htgr,theta8,2.6553781500565377,target_1,0.2498785586459116
htgr,theta8,2.6553781500565377,target_2,0.24880261310049379
htgr,theta8,2.6553781500565377,target_3,0.2494534516173708
htgr,theta8,2.6553781500565377,target_4,0.25267647722535247
htgr,theta8,3.0560410741957496,target_1,0.24983321885322063
htgr,theta8,3.0560410741957496,target_2,0.24880261310049379
htgr,theta8,3.0560410741957496,target_3,0.2494534516173708
htgr,theta8,3.0560410741957496,target_4,0.253047422585885
htgr,theta8,3.4567039983349614,target_1,0.24983321885322063
htgr,theta8,3.4567039983349614,target_2,0.24880261310049379
htgr,theta8,3.4567039983349614,target_3,0.2494534516173708
htgr,theta8,3.4567039983349614,target_4,0.253047422585885
htgr,theta8,3.8573669224741733,target_1,0.24983321885322063
htgr,theta8,3.8573669224741733,target_2,0.24880724573427174
htgr,theta8,3.8573669224741733,target_3,0.24947785161749095
htgr,theta8,3.8573669224741733,target_4,0.2527571583761143
htgr,theta8,4.258029846613385,target_1,0.24983321885322063
htgr,theta8,4.258029846613385,target_2,0.24915315735914775
htgr,theta8,4.258029846613385,target_3,0.24958184118003937
htgr,theta8,4.258029846613385,target_4,0.251765228380135
htgr,theta8,4.658692770752597,target_1,0.24983321885322063
htgr,theta8,4.658692770752597,target_2,0.24991138066132218
htgr,theta8,4.658692770752597,target_3,0.24992663272312776
htgr,theta8,4.658692770752597,target_4,0.25072156191788014
htgr,theta8,5.059355694891808,target_1,0.24991182814030072
htgr,theta8,5.059355694891808,target_2,0.2506204926822472
htgr,theta8,5.059355694891808,target_3,0.2500484500612577
htgr,theta8,5.059355694891808,target_4,0.24945573509464297
htgr,theta8,5.46001861903102,target_1,0.24995720215865677
htgr,theta8,5.46001861903102,target_2,0.2508514149683717
htgr,theta8,5.46001861903102,target_3,0.2504075511247769
htgr,theta8,5.46001861903102,target_4,0.24809576764631627
htgr,theta8,5.860681543170232,target_1,0.2499707583343544
htgr,theta8,5.860681543170232,target_2,0.25109925097273816
htgr,theta8,5.860681543170232,target_3,0.25042133255109306
htgr,theta8,5.860681543170232,target_4,0.24752670010760033
microreactor,theta4,0.385357106,target_1,2.567901578141666e+19
microreactor,theta4,0.385357106,target_2,2.5568131870931788e+19
microreactor,theta4,0.385357106,target_3,2.580042560654109e+19
microreactor,theta4,0.385357106,target_4,2.5775274985529102e+19
microreactor,theta4,0.7854472387857143,target_1,2.5650242292066124e+19
microreactor,theta4,0.7854472387857143,target_2,2.55871629530739e+19
microreactor,theta4,0.7854472387857143,target_3,2.5791328752697336e+19
microreactor,theta4,0.7854472387857143,target_4,2.569147488726527e+19
microreactor,theta4,1.1855373715714286,target_1,2.5623118298411426e+19
microreactor,theta4,1.1855373715714286,target_2,2.5647532261971124e+19
microreactor,theta4,1.1855373715714286,target_3,2.5725504403970126e+19
microreactor,theta4,1.1855373715714286,target_4,2.5598959601085424e+19
microreactor,theta4,1.585627504357143,target_1,2.5623194891043893e+19
microreactor,theta4,1.585627504357143,target_2,2.584609561719008e+19
microreactor,theta4,1.585627504357143,target_3,2.5722953483176825e+19
microreactor,theta4,1.585627504357143,target_4,2.5612770447590437e+19
microreactor,theta4,1.9857176371428573,target_1,2.5537082066680107e+19
microreactor,theta4,1.9857176371428573,target_2,2.5879731466606854e+19
microreactor,theta4,1.9857176371428573,target_3,2.5722486445850206e+19
microreactor,theta4,1.9857176371428573,target_4,2.549655987732783e+19
microreactor,theta4,2.3858077699285714,target_1,2.5537082066680107e+19
microreactor,theta4,2.3858077699285714,target_2,2.594083156939931e+19
microreactor,theta4,2.3858077699285714,target_3,2.5711578781535576e+19
microreactor,theta4,2.3858077699285714,target_4,2.549491769965768e+19
microreactor,theta4,2.785897902714286,target_1,2.554518822991066e+19
microreactor,theta4,2.785897902714286,target_2,2.597539418523636e+19
microreactor,theta4,2.785897902714286,target_3,2.5711578781535576e+19
microreactor,theta4,2.785897902714286,target_4,2.549491769965768e+19
microreactor,theta4,3.1859880355,target_1,2.554894892921492e+19
microreactor,theta4,3.1859880355,target_2,2.5973527656158503e+19
microreactor,theta4,3.1859880355,target_3,2.571160262146793e+19
microreactor,theta4,3.1859880355,target_4,2.5497675493883036e+19
microreactor,theta4,3.5860781682857144,target_1,2.5549249579435917e+19
microreactor,theta4,3.5860781682857144,target_2,2.5866953829545595e+19
microreactor,theta4,3.5860781682857144,target_3,2.5702414049763377e+19
microreactor,theta4,3.5860781682857144,target_4,2.5497675493883036e+19
microreactor,theta4,3.986168301071429,target_1,2.5555099277546942e+19
microreactor,theta4,3.986168301071429,target_2,2.5836885976748515e+19
microreactor,theta4,3.986168301071429,target_3,2.5724014298125656e+19
microreactor,theta4,3.986168301071429,target_4,2.5634548281812193e+19
microreactor,theta4,4.386258433857143,target_1,2.572543967935684e+19
microreactor,theta4,4.386258433857143,target_2,2.5667764501890822e+19
microreactor,theta4,4.386258433857143,target_3,2.573561387606585e+19
microreactor,theta4,4.386258433857143,target_4,2.571399542206752e+19
microreactor,theta4,4.786348566642857,target_1,2.5748013023005286e+19
microreactor,theta4,4.786348566642857,target_2,2.5590927544528556e+19
microreactor,theta4,4.786348566642857,target_3,2.5748768399743517e+19
microreactor,theta4,4.786348566642857,target_4,2.573983047928338e+19
microreactor,theta4,5.186438699428572,target_1,2.5748013023005286e+19
microreactor,theta4,5.186438699428572,target_2,2.5547248758368727e+19
microreactor,theta4,5.186438699428572,target_3,2.578720575632853e+19
microreactor,theta4,5.186438699428572,target_4,2.5846674638452814e+19
microreactor,theta4,5.586528832214286,target_1,2.5758777521297682e+19
microreactor,theta4,5.586528832214286,target_2,2.5444298280621277e+19
microreactor,theta4,5.586528832214286,target_3,2.5792318191009145e+19
microreactor,theta4,5.586528832214286,target_4,2.5847438552329572e+19
microreactor,theta4,5.986618965,target_1,2.5758777521297682e+19
microreactor,theta4,5.986618965,target_2,2.546353766977263e+19
microreactor,theta4,5.986618965,target_3,2.5842522712606646e+19
microreactor,theta4,5.986618965,target_4,2.5906950319119544e+19
microreactor,theta6,0.779047238,target_1,2.5805925166782566e+19
microreactor,theta6,0.779047238,target_2,2.58030346698079e+19
microreactor,theta6,0.779047238,target_3,2.5464482123043332e+19
microreactor,theta6,0.779047238,target_4,2.570702121575815e+19
microreactor,theta6,1.1532912402857143,target_1,2.5805475573648703e+19
microreactor,theta6,1.1532912402857143,target_2,2.580220394071883e+19
microreactor,theta6,1.1532912402857143,target_3,2.546733671402206e+19
microreactor,theta6,1.1532912402857143,target_4,2.570722516692284e+19
microreactor,theta6,1.5275352425714286,target_1,2.579253234441306e+19
microreactor,theta6,1.5275352425714286,target_2,2.5829495744952975e+19
microreactor,theta6,1.5275352425714286,target_3,2.5486592465548186e+19
microreactor,theta6,1.5275352425714286,target_4,2.570722516692284e+19
microreactor,theta6,1.9017792448571427,target_1,2.5724084662376935e+19
microreactor,theta6,1.9017792448571427,target_2,2.58195566671686e+19
microreactor,theta6,1.9017792448571427,target_3,2.5486592465548186e+19
microreactor,theta6,1.9017792448571427,target_4,2.57030939756802e+19
microreactor,theta6,2.2760232471428568,target_1,2.572109182364916e+19
microreactor,theta6,2.2760232471428568,target_2,2.5775522990294688e+19
microreactor,theta6,2.2760232471428568,target_3,2.5605740818425025e+19
microreactor,theta6,2.2760232471428568,target_4,2.5706823977613492e+19
microreactor,theta6,2.6502672494285715,target_1,2.5681493327270216e+19
microreactor,theta6,2.6502672494285715,target_2,2.5694586523247096e+19
microreactor,theta6,2.6502672494285715,target_3,2.5751208708283834e+19
microreactor,theta6,2.6502672494285715,target_4,2.5663645932796203e+19
microreactor,theta6,3.0245112517142854,target_1,2.5552803682977554e+19
microreactor,theta6,3.0245112517142854,target_2,2.566206982233014e+19
microreactor,theta6,3.0245112517142854,target_3,2.5755436663318335e+19
microreactor,theta6,3.0245112517142854,target_4,2.5657808135002386e+19
microreactor,theta6,3.3987552539999997,target_1,2.5552803682977554e+19
microreactor,theta6,3.3987552539999997,target_2,2.565475847489729e+19
microreactor,theta6,3.3987552539999997,target_3,2.6030205959487545e+19
microreactor,theta6,3.3987552539999997,target_4,2.5658822660691223e+19
microreactor,theta6,3.772999256285714,target_1,2.5544621754716357e+19
microreactor,theta6,3.772999256285714,target_2,2.565475847489729e+19
microreactor,theta6,3.772999256285714,target_3,2.6030205959487545e+19
microreactor,theta6,3.772999256285714,target_4,2.5656990999444697e+19
microreactor,theta6,4.147243258571429,target_1,2.5532964145685676e+19
microreactor,theta6,4.147243258571429,target_2,2.565401322197525e+19
microreactor,theta6,4.147243258571429,target_3,2.602958559225797e+19
microreactor,theta6,4.147243258571429,target_4,2.560758196716493e+19
microreactor,theta6,4.521487260857143,target_1,2.5532964145685676e+19
microreactor,theta6,4.521487260857143,target_2,2.565660315996449e+19
microreactor,theta6,4.521487260857143,target_3,2.603381201703107e+19
microreactor,theta6,4.521487260857143,target_4,2.5603761541454655e+19
microreactor,theta6,4.8957312631428564,target_1,2.553326012263624e+19
microreactor,theta6,4.8957312631428564,target_2,2.5657514108952977e+19
microreactor,theta6,4.8957312631428564,target_3,2.5908943715780456e+19
microreactor,theta6,4.8957312631428564,target_4,2.5603761541454655e+19
microreactor,theta6,5.26997526542857,target_1,2.553326012263624e+19
microreactor,theta6,5.26997526542857,target_2,2.570360508496016e+19
microreactor,theta6,5.26997526542857,target_3,2.5880751474338763e+19
microreactor,theta6,5.26997526542857,target_4,2.5640174300085465e+19
microreactor,theta6,5.644219267714286,target_1,2.5621714664793035e+19
microreactor,theta6,5.644219267714286,target_2,2.571080926725939e+19
microreactor,theta6,5.644219267714286,target_3,2.5771091140999012e+19
microreactor,theta6,5.644219267714286,target_4,2.5652824114029818e+19
microreactor,theta6,6.01846327,target_1,2.563107042483618e+19
microreactor,theta6,6.01846327,target_2,2.571080926725939e+19
microreactor,theta6,6.01846327,target_3,2.5606970434709434e+19
microreactor,theta6,6.01846327,target_4,2.5647962357925556e+19
